Número,Nombre completo,Partido,Trabajó con Petro,Es cercano a Samuel Moreno,Tiene un vínculo directo o indirecto con el carrusel de la contratación,Tiene padrino político,Fue candidato presidencial,Es concejal,Fue concejal,Es víctima,Ha ocupado cargos públicos,Ha estado en más de dos partidos,Tiene maquinaria ,Es delfín,Es mujer,Es cabeza de lista,perfilito,Link foto
86,Román Vega,UP,,,,,,,,,si,,,,,,Es médico cirujano y miembro de Marcha Patriótica. Fue Secretario de Salud en la Administración de Lucho Garzón y es profesor de administración de la salud de la Javeriana.,http://lasillavacia.com/archivos/historias/concejobogota2015/86.jpg
24,Rubén Torrado,La U,,,,si,,si,,,si,,,,,,"Es de Norte de Santander. Es el concejal del senador Armando Benedetti y del Representante a la Cámara, Efraín Torrado. Con Benedetti, ha trabajado los últimos 17 años primero como su asesor político en el Concejo y después en el Congreso. Aunque se lanzó en el 2011 se quemó y llegó a reemplazar a Felipe Mancera en su curul. ",http://lasillavacia.com/archivos/historias/concejobogota2015/24.jpg
72,Samuel Ángel,Opción Ciudadana,,,,si,,,,,,,,,,,El ex candidato al concejo de la uribista María Fernanda Cabal no logró un buen puesto en la lista del Centro Democrático y pidió pista en el viejo Pin. ,http://lasillavacia.com/archivos/historias/concejobogota2015/72.jpg
25,Sandra Jaramillo ,La U,,si,si,si,,si,,,si,,si,,si,,"Actual concejal que llegó a su curul dspués de que el concejal Orlando Parada, fuera detenido por el carrusel de la contratación. Fue alcaldesa local de Teusaquillo durante la administración de Lucho Garzón, y en la de Samuel Moreno fue asesora del gerente del Fondo de Vigilancia y Seguridad, la entidad del Distrito que maneja los recursos que se invierten en seguridad. En ese cargo fue la mano derecha de Mauricio Solano, quien luego ha quedado enredado por irregularidades en varias contrataciones: le imputaron cargos por la compra de 50 scooters que no se han podido usar, ha sido investigado por un contrato para cámaras de seguridad por más de 40 mil millones de pesos. En la campaña de 2011 Jaramillo era la ficha del entonces concejal Édgar Torrado y de su hermano, el senador Efraín Torrado. Los Torrado son unos de los principales contratistas de alimentación en el Distrito y están entre los concejales señalados como miembros del cartel de la contratación. Es abogada. ",http://lasillavacia.com/archivos/historias/concejobogota2015/25.jpg
61,Sandra Salazar Martínez,Cambio Radical,,,,si,,,,,,,,si,si,,"Es hija de la senadora Rosmery Martínez y sobrina del ex congresista Emilio Martínez Rosales, quien es la cabeza de ese grupo político y de Cambio Radical en el Tolima. Martínez, quien fue condenado por peculado en el 2008 pues permitió que se perdieran 102 millones de pesos en contratos para adquirir papelería cuando era el presidente de la Cámara en 1999, fue inhabilitado de por vida para ejercer cargos públicos. En ese momento Rosmery lo reemplazó en el Capitolio. Salazar ya arrancó campaña y está usando la misma sede política que usó el ahora presidente del partido, Rodrigo Lara, en la campaña del 2014. Es abogada de la corporación universitaria Ideas, ha trabajado en la alta consejería para asuntos políticos de Santos, en el Ministerio del Interior cuando lo lideraba Fernando Carrillo y en la oficina de leyes del Congreso.",http://lasillavacia.com/archivos/historias/concejobogota2015/61.jpg
48,Selma Asprilla Coronada,Alianza Verde,si,,,,,,,,si,,,si,si,,"Es la hermana de Guillermo Asprilla, el ex secretario de salud de Gustavo Petro. Su sobrino es Inti Asprilla, actual representante a la Cámara por Bogotá por Alianza Verde. Fue asesora de la Secretaría de Gobierno cuando Antonio Navarro era el secretario y fue quien apareció en febrero en un video, que reveló La Silla Vacía, pidiéndole al comité de usuarios de Transmilenio que no dejaran de presionar a la Administración por mejoras en el servicio (sin haber llamado a la violencia). Como eso ocurrió pocos días antes de los fuertes desórdenes en Transmilenio del 9 de marzo, los dos hermanos quedaron en el ojo del huracán. Renunció un día antes de que su hermano fuera nombrado en esa secretaría. También fue asesora de la Gerencia General del Acueducto de Bogotá cuando el Gerente era Alberlto Merlano Alcocer, tío de la esposa del Alcalde Gustavo Petro. Además es esposa de Mauricio Katz García, que fue subsecretario de Planeación hasta octubre del año pasado, por lo que se rumoró que también quería lanzarse al concejo. Es ingeniera agrónoma. ",http://lasillavacia.com/archivos/historias/concejobogota2015/48.jpg
88,Silverio Gómez Carmona,La U,,,,,,,,,,,,,,si,"Economista y periodista durante muchos años en la Casa Editorial El Tiempo. Llegó a encabezar la lista de La U después de que se venciera el plazo de inscripción, porque el partido seguía buscando una ""super estrella"" para jalonar el voto de opinión. Es ex presidente de la Cámara de Comercio de Ibagué pero salió sorpresivamente del cargo en diciembre del 2014, tras una pelea por las elecciones de la nueva junta directiva con el entonces presidente de la junta.",http://lasillavacia.com/archivos/historias/concejobogota2015/88.jpg
104,Silverio Montaña Montaña,Cambio Radical / Opción Ciudadana,,,,,,,,,si,si,,,,,"Fue Alcalde de Aquitania, Boyacá entre 2007-2011 con aval conservador. Tras su eleccion, su rival en esa elección armó tal desorden en el pueblo que terminó condenado por la Corte Suprema de Justicia junto con otras siete personas por ""perturbación de certamen electoral"". En 2014, se lanzó a la Cámara por Bogotá por el Conservador y se quemó con casi 3.500 votos pero le ganó al hoy candidato a la Alcaldía por el movimiento Libertario, Daniel Raisbeck. Ahora, aparece inscrito en dos partidos, en su cuenta de Facebook hace como candidato de Opción Ciudadana pero tiene publicaciones elogiosas a Germán Vargas Lleras.  Es abogado.",http://lasillavacia.com/archivos/historias/concejobogota2015/104.jpg
122,Uilfran Benavides,Libres,,,,,,,,,si,,si,,,,"Político cristiano y ex asesor del candidato a la Alcaldía del movimiento Libres, Ricardo Arias, en el en el Fondo Nacional del Ahorro.",http://lasillavacia.com/archivos/historias/concejobogota2015/122.jpg
76,Venus Albeiro Silva,Polo,,,,,,si,,,si,,,,,,"Con su propio movimiento, Opción 7, llegó a la Jal de Bosa en 1998, su fortín. Se quemó en el Concejo en 2000, pero en 2002, llegó a la Cámara donde terminó conformando el Polo Democrático. En 2006 fue reelegido y en 2010 se quemó al tratar de pasar al Senado. Es cercano a Jaime Dussán. Hace cuatro años, obtuvo 10 mil votos. Es literato de la Sabana y abogado de la Corporación Ideas. ",http://lasillavacia.com/archivos/historias/concejobogota2015/76.jpg
115,Victoriona Piñacué Achicué,Opción Ciudadana,,,,,,,si,,si,,,,,,"Ex concejal de Inzá, Cauca. Es uno de los hermanos del ex senador del Polo, Jesús Piñacué Achicué. Fue secretario financiero de la Asi. Es abogado de la Javeriana. ",http://lasillavacia.com/archivos/historias/concejobogota2015/115.jpg
80,Xinia Navarro,Polo,,,,si,,,,,si,,,,si,,"Esta abogada de la Universidad Externado tiene un máster en derecho público de la misma universidad. Fue alcaldesa local de la Candelaria entre 2008 y 2012. En el 2014 fue la gerente nacional de la campaña presidencial Clara López, que hoy la está apoyando para llegar al Concejo. Este año, Xinia fue el primer renglón de la lista número uno del Polo y obtuvo o la votación más alta a nivel nacional con 1.423 votos y ahora es miembro del Comité Ejecutivo del Polo como asesora jurídica del partido.",http://lasillavacia.com/archivos/historias/concejobogota2015/80.jpg
40,Yezid García Abello,Alianza Verde,si,,,,,si,,,si,,,,,,"Fue formador de sindicatos y subsecretario de la CGT. Miembro del consejo directivo del Sena por los trabajadores y dirigente del Partido del Trabajo. También fue miembro ejecutivo del Polo, del que renunció para lanzarse hace cuatro años al concejo con Gustavo Petro. Aunque era uno de los concejales más amigos del Alcalde, terminó quedándose en los verdes tras la fusión con progresistas. Tiene el apoyo de los sindicatos. Es ingeniero civil de la Universidad de los Andes. ",http://lasillavacia.com/archivos/historias/concejobogota2015/40.jpg
68,Yimi Antonio Mejía Báez,Conservador,,,si,si,,,,,,,,si,,,"Hermano del ex concejal Omar Mejía, uno de los 'cacaos' del cabildo a quien le imputaron cargos este año por haber participado en el carrusel de la contratación y tiene embargados bienes por la Fiscalía. Yimi fue candidato a la Cámara en 1998 como segundo renglón de la lista conservadora pero se quemó. ",http://lasillavacia.com/archivos/historias/concejobogota2015/68.jpg
